OBJECTID,NEW_KEY,LAKE_NAME,COUNTY,NOTE24,FMU,ORIGIN,LONG_DD,LAT_DD,X_Coord_MG,Y_Coord_MG,,,
3354,72-78,Houghton Lake,Roscommon,,LMC,2,-84.72510000000,44.34999000000,601450.38931000000,422846.00006000000,,,
3355,72-80,Ryan Lake,Roscommon,,LMC,1,-84.61343000000,44.31110000000,610422.80874000000,418671.74640000000,,,
3356,72-83,"Co-Be-Ac, Lake",Roscommon,,LMC,1,-84.70287000000,44.27082000000,603360.86310000000,414081.28993000000,,,
3357,72-85,Barney Lake,Roscommon,,LMC,1,-84.83843000000,44.27666000000,592534.14985000000,414566.56798000000,,,
3358,83-109,Altman Lake,Wexford,,LMC,1,-85.57232000000,44.32249000000,533945.13933000000,419086.40899000000,,,
3359,83-110,Woodward Lake,Wexford,,LMC,1,-85.54371000000,44.30832000000,536235.36279000000,417525.28670000000,,,
3360,83-126,Pleasant Lake,Wexford,,LMC,1,-85.47787000000,44.29999000000,541491.91386000000,416631.38332000000,,,
3361,83-132,Gyttja Lake,Wexford,,LMC,1,-85.48926000000,44.27110000000,540603.63113000000,413416.86780000000,,,
3362,83-159,Billings Lake,Wexford,,LMC,5,-85.39287000000,44.41443000000,548177.19924000000,429389.98569000000,,,
3363,83-16,Blackberry Lake,Wexford,,LMC,1,-85.38187000000,44.18655000000,549245.98005000000,404085.76596000000,,,
3364,83-161,Mill Pond,Wexford,,LMC,5,-85.40704000000,44.41999000000,547044.91693000000,429998.78290000000,,,
3365,83-163,Farnsworth Lake,Wexford,,LMC,1,-85.46093000000,44.40860000000,542763.50776000000,428703.88541000000,,,
3366,83-17,Stone Ledge Lake,Wexford,,LMC,1,-85.39204000000,44.18165000000,548436.91383000000,403535.81812000000,,,
3367,83-176,Stoddard Lake,Wexford,,LMC,1,-85.47449000000,44.36892000000,541712.65689000000,424289.43852000000,,,
3368,83-178,Meauwataka Lake,Wexford,,LMC,1,-85.55982000000,44.34610000000,534927.61754000000,421714.28571000000,,,
3369,83-182,Ferguson Lake,Wexford,,LMC,1,-85.62260000000,44.41915000000,529886.02137000000,429803.67438000000,,,
3370,83-184,Carpenter Lake,Wexford,,LMC,1,-85.68010000000,44.41999000000,525308.25691000000,429876.47261000000,,,
3371,83-186,Oatly Lake,Wexford,,LMC,1,-85.68310000000,44.40253000000,525076.66223000000,427936.08775000000,,,
3372,83-191,Carp Lake,Wexford,,LMC,1,-85.58982000000,44.39638000000,532508.17569000000,427286.30640000000,,,
3373,83-193,Jewett Lake,Wexford,,LMC,1,-85.67426000000,44.38304000000,525789.13684000000,425774.77073000000,,,
3374,83-199,"Woods, Lake of the",Wexford,,LMC,1,-85.70287000000,44.40138000000,523502.59832000000,427802.32260000000,,,
3375,83-2,"Twin Lakes, North",Wexford,"Twin L, South is 83-7",LMC,1,-85.38690000000,44.23817000000,548800.01383000000,409816.47174000000,,,
3376,83-204,Buttermilk Lake,Wexford,,LMC,1,-85.46010000000,44.43638000000,542809.32289000000,431789.72828000000,,,
3377,83-206,Grassy Lakes,Wexford,,LMC,1,-85.55482000000,44.49693000000,535234.17229000000,438470.14652000000,,,
3378,83-23,Peterson Lake,Wexford,,LMC,1,-85.43315000000,44.17443000000,545156.55176000000,402709.82151000000,,,
3379,83-3,"Cadillac, Lake",Wexford,,LMC,2,-85.40948000000,44.24900000000,546988.42775000000,411005.71553000000,,,
3380,83-4,"Mitchell, Lake",Wexford,,LMC,2,-85.46243000000,44.23903000000,542768.56199000000,409868.85068000000,,,
3381,83-55,Long Lake,Wexford,,LMC,1,-85.37121000000,44.32304000000,549980.62600000000,419252.47254000000,,,
3382,83-60,North Lake,Wexford,,LMC,1,-85.38204000000,44.33749000000,549104.66045000000,420850.16206000000,,,
3383,83-64,Bond Mill Pond,Wexford,,LMC,8,-85.41665000000,44.33599000000,546346.91557000000,420663.01659000000,,,
3384,83-8,Berry Lake,Wexford,,LMC,1,-85.35565000000,44.22582000000,551306.43644000000,408463.65062000000,,,
3385,15-39,West Twin Lake,Charlevoix,part of Twin Lakes,LMC,1,-85.25858000000,45.24880000000,558021.64818000000,522160.89324000000,,,
3386,83-7,"Twin Lakes, South",Wexford,"Twin L, North is 83-2",LMC,1,-85.38630000000,44.23531000000,548850.39447000000,409499.13256000000,,,
3387,62-474,"Twin Lakes, Lower",Newaygo,62-472-GRP,LMC,1,-85.92284000000,43.73310000000,506062.04114000000,353534.16712000000,,,
3388,62-473,"Twin Lakes, Middle",Newaygo,62-472-GRP,LMC,1,-85.92436000000,43.73525000000,505939.61380000000,353772.90043000000,,,
3389,59-371,Little Bass Lake,Montcalm,"11N, 10W, Sec 9",LMC,1,-85.51593000000,43.35324000000,539086.20550000000,311463.35501000000,,,
3390,53-164,"Lost Lake, West",Mason,Lost Lakes,LMC,1,-86.46113000000,44.07739000000,462919.22411000000,391871.82798000000,,,
3391,53-163,"Lost Lake, East",Mason,Lost Lakes,LMC,1,-86.45590000000,44.07728000000,463338.06834000000,391857.38508000000,,,
3392,43-191,Sauble Lake #1,Lake,Sauble Lakes group,LMC,1,-85.94944000000,44.06333000000,503893.19133000000,390211.22701000000,,,
3393,43-192,Sauble Lake #2,Lake,Sauble Lakes group,LMC,1,-85.95374000000,44.06699000000,503548.65056000000,390617.89807000000,,,
3394,43-194,Sauble Lake #3,Lake,Sauble Lakes group,LMC,1,-85.95388000000,44.07025000000,503537.35413000000,390979.38346000000,,,
3395,43-195,Sauble Lake #4,Lake,Sauble Lakes group,LMC,1,-85.96122000000,44.07188000000,502949.94036000000,391160.12615000000,,,
3396,43-256,Sawmill Lake,Lake,,LMC,1,-85.95129000000,44.12271000000,503740.68953000000,396807.12510000000,,,
3397,67-405,Lake Miramichi,Osceola,part was Upper Big Stone,LMC,3,-85.28981000000,43.81906000000,556958.52134000000,363330.79547000000,,,
3398,45-58,Fisher Lake,Leelanau,was Big Fisher's Lake,LMC,1,-85.94790000000,44.89596000000,503954.05434000000,482698.27305000000,,,
3399,61-235,County Sewage Reclamat,Muskegon,sewage trt,LMC,16,-86.02607000000,43.24606000000,497741.04890000000,299436.75506000000,,,
3400,61-236,County Sewage Reclamat,Muskegon,sewage trt,LMC,16,-86.04756000000,43.24970000000,495996.78502000000,299841.67339000000,,,
3401,61-237,County Sewage Reclamat,Muskegon,sewage trt,LMC,16,-86.04168000000,43.25971000000,496474.38104000000,300952.60337000000,,,
3402,61-238,County Sewage Reclamat,Muskegon,sewage trt,LMC,16,-86.04692000000,43.25952000000,496048.69760000000,300931.83831000000,,,
3403,61-239,County Sewage Reclamat,Muskegon,sewage trt,LMC,16,-86.04999000000,43.25952000000,495799.51705000000,300931.83830000000,,,
3404,61-240,County Sewage Reclamat,Muskegon,sewage trt,LMC,16,-86.05306000000,43.25952000000,495550.33649000000,300931.83829000000,,,
3405,61-241,County Sewage Reclamat,Muskegon,sewage trt,LMC,16,-86.05613000000,43.25951000000,495301.15594000000,300931.83828000000,,,
3406,53-201,Ludington Storage Rese,Mason,storage reservoir,LMC,5,-86.43876000000,43.89445000000,464604.11864000000,371542.08224000000,,,
3407,72-108,Dead Stream Flooding,Missaukee,,LMC,7,-84.86063000000,44.35638000000,590639.19507000000,423396.69597000000,,,
3408,83-219,Lake Gitchegumee,Wexford,"has dam, rsrvr",LMC,3,-85.67067000000,44.48456000000,526029.44077000000,437052.04226000000,,,
3409,61-139,Unger Lake,Muskegon,= Deer Lake in Humphrys,LMC,1,-86.11995000000,43.40509000000,490140.51857000000,317104.76340000000,,,
3410,72-56,Bear Creek Flooding,Roscommon,flooding,LMC,7,-84.84505000000,44.23632000000,592068.74899000000,410079.02863000000,,,
3411,18-369,no name,Clare,"Winterfield oil&gas,rsvr",LMC,14,-85.06173000000,44.13635000000,574894.73006000000,398754.41907000000,,,
3412,54-277,Featherbed Marsh,Mecosta,Haymarsh SGA wildlife fl,LMC,7,-85.37689000000,43.76568000000,550001.81798000000,357345.32102000000,,,
3413,57-167,Dead Horse Bridge Floo,Missaukee,"fldg, nm from County Map",LMC,7,-84.86572000000,44.30118000000,590318.92683000000,417259.53627000000,,,
3414,62-81,Sylvan Lake,Newaygo,,LMC,2,-85.78538000000,43.46478000000,517214.51433000000,323754.87984000000,,,
3415,45-44,Shell Lake,Leelanau,,LMC,1,-85.90211000000,44.95041000000,507561.86274000000,488750.88445000000,,,
3416,64-255,no name,Oceana,off Big S. Br. Pere Marq,LMC,1,-86.04616000000,43.80963000000,496134.06089000000,362031.53634000000,,,
3417,64-259,Upper Silver Lake,Oceana,lake,LMC,3,-86.48367000000,43.67581000000,460856.91702000000,347275.86497000000,,,
3418,72-125,no name,Roscommon,"sewage disposal, rsrvr",LMC,16,-84.80125000000,44.31091000000,595445.35838000000,418413.39264000000,,,
3419,53-216,P.M. Sedimentation Pon,Mason,"Pere Marq L Sed P, rsrvr",LMC,14,-86.42524000000,43.93131000000,465710.78566000000,375630.77614000000,,,
3420,18-382,Town Line Crk. Floodin,Clare,flooding,LMC,3,-84.77316000000,44.15297000000,597948.02101000000,400905.98464000000,,,
3421,57-134,Cannon Cr. Flooding No,Missaukee,"Cannon Crk in Hmpy, fldg",LMC,7,-84.96472000000,44.49521000000,582148.87508000000,438706.08433000000,,,
3422,72-124,no name,Roscommon,in Houghton L. Res. Area,LMC,7,-84.84040000000,44.29718000000,592344.75952000000,416843.93363000000,,,
3423,15-13,Boyne River,Charlevoix,"Boyne River Imp, rsrvr",LMC,5,-84.94827000000,45.19489000000,582450.57238000000,516442.60232000000,,,
3424,61-111,Twin Lake (west),Muskegon,Twin Lakes,LMC,1,-86.18028000000,43.37195000000,485248.32820000000,313431.82400000000,,,
3425,72-57,Wraco Lodge Lake,Roscommon,"Wolf Creek in Hmpy, rsvr",LMC,1,-84.77099000000,44.22429000000,598002.66684000000,408829.39235000000,,,
3426,28-242,No Name,Grand Trave,reservoir,LMC,3,-85.73625000000,44.54153000000,520793.79391000000,443361.30294000000,,,
3427,28-22,no name,Grand Trave,"lake, 112 acres in H&G",LMC,1,-85.35434000000,44.54032000000,551134.15162000000,443396.80997000000,,,
3428,51-42,Peter's Bayou,Manistee,"lk, 160 ac in Humphrey",LMC,1,-86.29631000000,44.25854000000,476189.05764000000,411934.28191000000,,,
3429,28-11,Pickerel Lake,Grand Trave,,LMC,1,-85.34025000000,44.55659000000,552238.49101000000,445212.57282000000,,,
3430,45-74,Omena Lake,Leelanau,H&G refered to lake as N,LMC,1,-85.57713000000,45.05049000000,533139.28120000000,499950.41059000000,,,
3431,57-160,Loon Lake,Missaukee,H&G called lake LOAN LAK,LMC,1,-85.13807000000,44.43210000000,568441.77917000000,431535.83501000000,,,
3432,62-477,Rollway Lake (east),Newaygo,one lake in H&G - now 2,LMC,1,-85.96361000000,43.64192000000,502784.72911000000,343404.56886000000,,,
3433,59-498,Waltman Lake,Montcalm,added new_key # 08/10/01,LMC,3,-85.54995000000,43.35435000000,536328.29659000000,311570.07966000000,,,
3434,83-51,Bullhead Lake,Wexford,H&G named lake WHITLOCK,LMC,1,-85.36163000000,44.32493000000,550742.66565000000,419467.57789000000,,,
3435,83-50,Island Lake,Wexford,H&G match,LMC,1,-85.35982000000,44.32899000000,550882.99125000000,419919.73818000000,,,
3436,40-319,Rugg Pond,Kalkaska,H&G called ANTRIM POND,LMC,5,-85.19941000000,44.78352000000,563175.49357000000,470519.87696000000,,,
3437,67-393,Hay Lake,Osceola,,LMC,1,-85.55606000000,44.15257000000,535345.07653000000,400220.30110000000,,,
3438,54-346,West Canadian Lake,Mecosta,added new New_Key #,LMC,3,-85.30519000000,43.57595000000,555952.89847000000,336320.32428000000,,,
3439,54-347,Lake of the Clouds,Mecosta,added new New_Key #,LMC,3,-85.31610000000,43.59595000000,555053.39097000000,338534.69299000000,,,
3440,64-185.1,no name,Oceana,H&G called lake GOLDEN,LMC,17,-86.48239000000,43.69006000000,460969.07476000000,348858.15983000000,,,
3441,59-500,no name,Montcalm,added new New_Key #,LMC,1,-85.44155000000,43.42381000000,545059.49433000000,319339.03140000000,,,
3442,28-243,no name,Grand Trave,Petobego Creek Flooding,LMC,3,-85.42573000000,44.84674000000,545222.29738000000,477391.02026000000,,,
3443,64-11,Horseshoe Lake,Oceana,06 acres in H&G,LMC,1,-86.10102000000,43.49467000000,491683.55934000000,327052.53434000000,,,
3444,61-134,Round Lake,Muskegon,H&G match,LMC,1,-86.12745000000,43.42646000000,489536.71297000000,319479.12422000000,,,
3445,40-326,no name,Kalkaska,"between Maple,Willow Cr.",LMC,7,-85.10271000000,44.59280000000,571059.35602000000,449414.92586000000,,,
3446,54-49,no name,Mecosta,H&G match,LMC,3,-85.29988000000,43.63180000000,556328.22198000000,342526.54952000000,,,
3447,28-23,no name,Grand Trave,H&G called lake FULLER,LMC,1,-85.36453000000,44.54268000000,550322.57491000000,443651.87358000000,,,
3448,40-327,Bear Lake,Kalkaska,Goose Cr. wildlife flood,LMC,7,-84.86055000000,44.76122000000,590016.70574000000,468362.85148000000,,,
3449,18-367,no name,Clare,added new New_Key #,LMC,3,-84.93152000000,44.15523000000,585282.29818000000,400979.71054000000,,,
3450,53-202,sewage disposal pond,Mason,sewage pond,LMC,16,-86.41048000000,43.94448000000,466903.07778000000,377087.74675000000,,,
3451,53-203,sewage disposal pond,Mason,sewage pond,LMC,16,-86.40650000000,43.94435000000,467221.99467000000,377071.39204000000,,,
3452,53-204,sewage disposal pond,Mason,sewage pond,LMC,16,-86.40431000000,43.94480000000,467397.80783000000,377120.45618000000,,,
3453,53-205,sewage disposal pond,Mason,sewage pond,LMC,16,-86.40258000000,43.94443000000,467536.82289000000,377079.56940000000,,,
3454,40-46,no name,Kalkaska,"in O""Neil Swamp",LMC,1,-85.05890000000,44.62084000000,574500.59639000000,452568.67213000000,,,
3455,53-206,no name,Mason,clay pit,LMC,9,-86.38125000000,43.91725000000,469234.83920000000,374051.89322000000,,,
3456,72-126,sewage treatment pond,Roscommon,sewage treatment pond,LMC,16,-84.80165000000,44.31836000000,595401.02681000000,419241.27173000000,,,
3457,72-127,sewage treatment pond,Roscommon,sewage treatment pond,LMC,16,-84.80004000000,44.31436000000,595535.50609000000,418798.79155000000,,,
3458,54-293,Haymarsh Lakes (southw,Mecosta,H&G = Pickerel L.Cr. Fld,LMC,7,-85.36363000000,43.74291000000,551089.04873000000,354824.05353000000,,,
3459,28-194,Sabin Pond,Grand Trave,H&G call lk BOARDMAN #2,LMC,5,-85.62041000000,44.70017000000,529913.82151000000,461018.89733000000,,,
3460,54-345,Lake Laura,Mecosta,added new New_Key #,LMC,3,-85.27198000000,43.56082000000,558649.57262000000,334664.16718000000,,,
3461,64-256,no name,Oceana,gravel pit,LMC,9,-86.37323000000,43.51300000000,469682.11754000000,329147.76950000000,,,
3462,43-280,no name,Lake,mining pit,LMC,9,-85.77056000000,44.03387000000,518229.46874000000,386965.25131000000,,,
3463,57-166,Cannon Cr. Flooding No,Missaukee,Big Cannon Creek Floodin,LMC,3,-84.97686000000,44.49119000000,581189.52008000000,438246.83195000000,,,
3464,57-168,no name,Missaukee,added new New_Key #,LMC,1,-85.31119000000,44.35101000000,554739.43422000000,422397.09274000000,,,
3465,62-478,sewage disposal pond,Newaygo,sewage disposal pond,LMC,16,-85.95623000000,43.42034000000,503396.98675000000,318794.47477000000,,,
3466,62-479,sewage disposal pond,Newaygo,sewage disposal pond,LMC,16,-85.95766000000,43.41731000000,503281.37103000000,318458.13809000000,,,
3467,62-480,sewage disposal pond,Newaygo,sewage disposal pond,LMC,16,-85.95459000000,43.41731000000,503530.12004000000,318458.13810000000,,,
3468,40-56,Twentyeight Lakes (wes,Kalkaska,H&G match - grp. of lake,LMC,1,-85.17434000000,44.62434000000,565338.57489000000,452857.75155000000,,,
3469,40-328,no name,Kalkaska,Pierson Creek Flooding,LMC,3,-85.09279000000,44.61133000000,571823.84135000000,451482.12199000000,,,
3470,67-168,Whitmore Pond,Osceola,H&G call pond WHITEMORE,LMC,1,-85.34027000000,43.95567000000,552778.34884000000,378469.46135000000,,,
3471,67-406,Mill Pond,Osceola,Marion mill pond,LMC,8,-85.14898000000,44.10439000000,567953.48970000000,395128.64599000000,,,
3472,45-5,no name,Leelanau,H&G match,LMC,1,-85.76478000000,44.83932000000,518431.33766000000,476432.41931000000,,,
3473,45-4,no name,Leelanau,H&G match,LMC,1,-85.76776000000,44.84291000000,518194.85781000000,476830.39759000000,,,
3474,67-407,no name,Osceola,added new New_Key #,LMC,3,-85.31896000000,43.83320000000,554601.62565000000,364880.79804000000,,,
3475,43-281,Conna-Mara Lake,Lake,1963 atlas =  Baker Pond,LMC,3,-85.76866000000,43.81749000000,518451.74897000000,362931.88662000000,,,
3476,53-53,"Oxbow (south, west)",Mason,H&G match,LMC,1,-86.31962000000,43.84113000000,474151.09977000000,365576.70009000000,,,
3477,51-149,Copemish Pond,Manistee,H&G match (mining pit),LMC,3,-85.92918000000,44.47720000000,505473.49882000000,436183.06359000000,,,
3478,61-243,no name,Muskegon,added new New_Key #,LMC,3,-86.14133000000,43.36662000000,488402.58319000000,312834.44722000000,,,
3479,57-123,Twin Lakes (west),Missaukee,part of group of lakes,LMC,1,-85.26031000000,44.34197000000,558803.63114000000,421428.48971000000,,,
3480,57-124,Twin Lakes (east),Missaukee,part of group of lakes,LMC,1,-85.25409000000,44.34239000000,559299.40445000000,421479.99864000000,,,
3806,25-83,Atlas Millpond,Genesee,,LHS,8,-83.53343000000,42.93832000000,701091.77931000000,268278.51056000000,,,
3807,25-94,Goodrich Millpond,Genesee,,LHS,8,-83.50273000000,42.91681000000,703666.78754000000,265965.02488000000,,,
3808,25-95,Kuhn Lake,Genesee,,LHS,1,-83.47398000000,42.90693000000,706045.85642000000,264939.62701000000,,,
3809,25-99,Shinanguag Lake,Genesee,,LHS,3,-83.50037000000,42.89610000000,703928.59499000000,263672.06485000000,,,
3810,26-12,Smallwood Lake,Gladwin,,LHS,5,-84.33593000000,43.96027000000,633342.57910000000,380122.50641000000,,,
3811,26-15,Molasses R Flooding #3,Gladwin,M. Riv. Flooding #3,LHS,7,-84.18694000000,43.94946000000,645319.88809000000,379175.76119000000,,,
3812,26-16,McGilvery Lake,Gladwin,,LHS,1,-84.60093000000,44.06916000000,611878.79495000000,391818.54117000000,,,
3813,26-17,Peach Lake,Gladwin,,LHS,1,-84.60176000000,44.05082000000,611846.75183000000,389781.29662000000,,,
3814,26-18,Mud Lake,Gladwin,,LHS,15,-84.55260000000,44.03999000000,615806.07865000000,388646.58765000000,,,
3815,26-19,Puro Lake,Gladwin,,LHS,1,-84.56343000000,44.03693000000,614944.18758000000,388291.94012000000,,,
3816,26-2,Ross Lake,Gladwin,,LHS,5,-84.48406000000,43.88381000000,621616.57112000000,371401.74363000000,,,
3817,26-20,Pratt Lake,Gladwin,,LHS,1,-84.54704000000,44.02499000000,616280.68907000000,386988.63726000000,,,
3818,26-21,Frost Lake,Gladwin,,LHS,1,-84.56647000000,43.99789000000,614775.92653000000,383952.07932000000,,,
3819,26-22,Hummerson Lake,Gladwin,,LHS,1,-84.45032000000,44.00336000000,624076.00121000000,384729.05926000000,,,
3820,26-23,Secord Lake,Gladwin,,LHS,5,-84.34176000000,44.04166000000,632692.06669000000,389151.39614000000,,,
3821,26-25,Molasses R Flooding #2,Gladwin,Molasses R Flooding #2,LHS,7,-84.22510000000,44.07416000000,641959.74550000000,392955.96025000000,,,
3822,26-3,Wixom Lake,Gladwin,,LHS,5,-84.38478000000,43.81700000000,629736.23974000000,364134.60367000000,,,
3823,26-30,Rust Eaton Lake,Gladwin,,LHS,1,-84.54328000000,44.16055000000,616314.65952000000,402048.51410000000,,,
3824,26-31,House Lake,Gladwin,,LHS,4,-84.57148000000,44.14166000000,614096.05950000000,399910.84143000000,,,
3825,26-32,Trout Lake,Gladwin,,LHS,7,-84.56510000000,44.13610000000,614617.82054000000,399302.73433000000,,,
3826,26-33,Hoister Lake,Gladwin,,LHS,7,-84.56676000000,44.14166000000,614473.69655000000,399917.43748000000,,,
3827,26-35,Streaked Lake,Gladwin,,LHS,1,-84.55454000000,44.12916000000,615475.70900000000,398546.39261000000,,,
3828,26-37,Blue Lake,Gladwin,,LHS,1,-84.56121000000,44.12249000000,614955.41314000000,397796.58640000000,,,
3829,26-39,Island Lake,Gladwin,,LHS,1,-84.57593000000,44.12332000000,613776.04893000000,397868.52107000000,,,
3830,26-4,Wiggins Lake,Gladwin,,LHS,5,-84.54371000000,43.99610000000,616604.73099000000,383785.12885000000,,,
3831,26-42,Grass Lake,Gladwin,,LHS,1,-84.58482000000,44.11693000000,613077.19658000000,397146.65262000000,,,
3832,26-43,"Lochbrae, Lake",Gladwin,,LHS,1,-84.49537000000,44.10304000000,620261.64976000000,395731.78980000000,,,
3833,26-47,Schoolhouse Lake,Gladwin,,LHS,1,-84.57593000000,44.09471000000,613831.27202000000,394691.06547000000,,,
3834,26-5,Swan Lake,Gladwin,,LHS,1,-84.49732000000,43.96888000000,620379.05924000000,380829.11740000000,,,
3835,26-50,Greasy Jim Lake,Gladwin,,LHS,1,-84.54815000000,44.08166000000,616080.14219000000,393280.23388000000,,,
3836,26-51,Round Lake,Gladwin,,LHS,1,-84.48510000000,44.08582000000,621119.49062000000,393834.22641000000,,,
3837,26-52,Perch Lake,Gladwin,,LHS,1,-84.37982000000,44.15554000000,629393.79036000000,401738.38518000000,,,
3838,26-53,"Four, Lake",Gladwin,,LHS,1,-84.44565000000,44.15499000000,624131.27620000000,401574.71379000000,,,
3839,26-55,Nineteen Lake,Gladwin,,LHS,1,-84.46982000000,44.10277000000,622307.34795000000,395738.76950000000,,,
3840,26-56,Grass Lake,Gladwin,,LHS,1,-84.46148000000,44.11277000000,622953.35916000000,396861.80573000000,,,
3841,26-57,Elk Lake,Gladwin,,LHS,1,-84.35982000000,44.15777000000,630987.92435000000,402016.94597000000,,,
3842,26-58,Indian Lake,Gladwin,,LHS,1,-84.35232000000,44.15166000000,631601.19028000000,401350.30816000000,,,
3843,26-60,Dollar Lake,Gladwin,,LHS,1,-84.35287000000,44.14277000000,631576.56271000000,400362.24377000000,,,
3844,26-61,Mud Lake,Gladwin,,LHS,1,-84.36315000000,44.14943000000,630739.84677000000,401086.08098000000,,,
3845,26-62,Cedar Lake,Gladwin,,LHS,1,-84.34954000000,44.13749000000,631854.98143000000,399781.45558000000,,,
3846,26-63,Molasses R Flooding #1,Gladwin,Molasses Riv Flooding #1,LHS,7,-84.21260000000,44.08110000000,642943.72568000000,393748.81445000000,,,
3847,26-66,Molasses River Floodin,Gladwin,modified7/26/02 26-66-GR,LHS,7,-84.21054000000,44.00258000000,643298.27803000000,385032.24656000000,,,
3848,26-7,Kerswill Lake,Gladwin,,LHS,1,-84.56065000000,43.95527000000,615325.82941000000,379226.49783000000,,,
3849,26-8,Little Lake Twenty,Gladwin,,LHS,-1,-84.57093000000,43.94304000000,614525.00698000000,377854.79357000000,,,
3850,26-9,Big Lake Twenty,Gladwin,,LHS,-1,-84.57704000000,43.94193000000,614036.79716000000,377722.77942000000,,,
3851,29-246,Half Moon Lake,Gratiot,,LHS,1,-84.82371000000,43.45610000000,595017.56725000000,323456.72035000000,,,
3852,29-251,Madison Lake,Gratiot,,LHS,1,-84.73621000000,43.42777000000,602144.21822000000,320415.73096000000,,,
3853,32-1,Mud Lake,Huron,,LHS,1,-83.20871000000,43.68166000000,724801.87890000000,351634.51220000000,,,
3854,32-3,Mud Lake,Huron,,LHS,1,-83.33815000000,43.90888000000,713558.76965000000,376519.32062000000,,,
3855,32-5,Rush Lake,Huron,,LHS,1,-83.17760000000,43.96388000000,726238.19657000000,383054.40182000000,,,
3856,35-1,Island Lake,Iosco,,LHS,2,-83.64287000000,44.33916000000,687727.37347000000,423555.39312000000,,,
3857,35-100,Welcome Lake,Iosco,,LHS,1,-83.76204000000,44.39638000000,678056.24899000000,429644.10814000000,,,
3858,35-101,Mud Lake,Iosco,,LHS,1,-83.77426000000,44.40110000000,677068.75611000000,430142.00705000000,,,
3859,35-102,Esmond Lake,Iosco,,LHS,1,-83.76637000000,44.37989000000,677761.15325000000,427804.13466000000,,,
3860,35-103,Hale Lake,Iosco,,LHS,1,-83.82954000000,44.37999000000,672729.80370000000,427679.42123000000,,,
3861,35-104,Londo Lake,Iosco,,LHS,1,-83.86954000000,44.34860000000,669634.54372000000,424109.87292000000,,,
3862,35-105,West Londo Lake,Iosco,,LHS,1,-83.87926000000,44.35416000000,668843.75675000000,424706.80508000000,,,
3863,35-106,Vaughn Lake,Iosco,,LHS,1,-83.71482000000,44.36888000000,681901.40080000000,426693.86400000000,,,
3864,35-109,Indian Lake,Iosco,split from,LHS,2,-83.64954000000,44.34721000000,687170.45637000000,424434.67805000000,,,
3865,35-112,Wrights Lake,Iosco,,LHS,1,-83.58343000000,44.37721000000,692340.63124000000,427919.35019000000,,,
3866,35-13,Guiley Pond,Iosco,,LHS,1,-83.72093000000,44.31555000000,681579.19716000000,420757.48932000000,,,
3867,35-2,Bass Lake,Iosco,,LHS,2,-83.65343000000,44.33749000000,686891.43202000000,423346.14798000000,,,
3868,35-3,Chappell Lake,Iosco,,LHS,1,-83.65452000000,44.32755000000,686835.84949000000,422239.47498000000,,,
3869,35-4,Round Lake,Iosco,split from,LHS,2,-83.66010000000,44.33943000000,686353.89546000000,423546.85450000000,,,
3870,35-5,Floyd Lake,Iosco,,LHS,1,-83.66676000000,44.33055000000,685850.61139000000,422544.68046000000,,,
3871,35-54,Tawas Lake,Iosco,,LHS,1,-83.48593000000,44.31332000000,700323.71970000000,421057.85465000000,,,
3872,35-7,Little Island Lake,Iosco,,LHS,1,-83.67065000000,44.33693000000,685520.46525000000,423245.27520000000,,,
3873,35-84,"Solitude, Lake",Iosco,,LHS,2,-83.45321000000,44.28355000000,703034.84161000000,417832.05628000000,,,
3874,35-9,Sand Lake,Iosco,,LHS,1,-83.68093000000,44.32555000000,684737.10684000000,421957.39479000000,,,
3875,35-92,Spencer Lake,Iosco,,LHS,1,-83.35482000000,44.33666000000,710694.12986000000,423977.53691000000,,,
3876,35-94,Mud Lake,Iosco,,LHS,1,-83.80871000000,44.41527000000,674284.30384000000,431641.42786000000,,,
3877,35-95,Loon Lake,Iosco,,LHS,1,-83.82371000000,44.40971000000,673106.70763000000,430992.56388000000,,,
3878,35-96,Long Lake,Iosco,,LHS,1,-83.85399000000,44.41499000000,670681.01114000000,431515.13309000000,,,
3879,35-97,Little Long Lake,Iosco,,LHS,1,-83.86353000000,44.40565000000,669948.35523000000,430458.62084000000,,,
3880,35-98,Mud Lake,Iosco,,LHS,1,-83.87760000000,44.40416000000,668832.74948000000,430263.07326000000,,,
3881,35-99,Little Bass Lake,Iosco,,LHS,1,-83.76537000000,44.40027000000,677779.00339000000,430068.76004000000,,,
3882,37-102,Scott Lake,Isabella,,LHS,1,-84.93593000000,43.71777000000,585561.72680000000,352390.87836000000,,,
3883,37-194,Lake of the Hills (wes,Isabella,once Weidman Pond,LHS,5,-84.97260000000,43.69416000000,582640.97711000000,349732.12626000000,,,
3884,37-107,Riley Lake,Isabella,,LHS,1,-84.94871000000,43.69166000000,584569.74320000000,349477.87563000000,,,
3885,37-109,Coldwater Lake,Isabella,,LHS,1,-84.95593000000,43.66110000000,584031.06506000000,346077.10582000000,,,
3886,37-110,Round Lake,Isabella,,LHS,1,-85.08009000000,43.69749000000,573974.82116000000,349998.07099000000,,,
3887,37-111,Long Lake,Isabella,,LHS,1,-85.08287000000,43.70027000000,573747.52008000000,350304.06525000000,,,
3888,37-112,Hoffman Lake,Isabella,,LHS,1,-85.08676000000,43.70193000000,573432.10914000000,350485.57300000000,,,
3889,37-113,Perch Lake,Isabella,,LHS,1,-84.98648000000,43.69138000000,581525.90683000000,349408.60050000000,,,
